antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedents_str,consequents_str
"frozenset({'Popcorn', 'Chips'})","frozenset({'Chocolate', 'Cold Drink', 'Namkeen'})",0.06308316430020285,0.036308316430020283,0.02129817444219067,0.337620578778135,9.298712030034668,0.019007730951371947,1.454893755292542,0.9525479644120043,"Popcorn, Chips","Chocolate, Cold Drink, Namkeen"
"frozenset({'Chocolate', 'Cold Drink', 'Namkeen'})","frozenset({'Popcorn', 'Chips'})",0.036308316430020283,0.06308316430020285,0.02129817444219067,0.5865921787709497,9.298712030034668,0.019007730951371947,2.2663258593278877,0.9260827294504417,"Chocolate, Cold Drink, Namkeen","Popcorn, Chips"
"frozenset({'Chips', 'Namkeen'})","frozenset({'Chocolate', 'Popcorn', 'Cold Drink'})",0.06470588235294118,0.03569979716024341,0.02129817444219067,0.3291536050156739,9.220041322314048,0.018988187567116094,1.437438152831226,0.9532195268044323,"Chips, Namkeen","Chocolate, Popcorn, Cold Drink"
"frozenset({'Chocolate', 'Popcorn', 'Cold Drink'})","frozenset({'Chips', 'Namkeen'})",0.03569979716024341,0.06470588235294118,0.02129817444219067,0.5965909090909091,9.220041322314048,0.018988187567116094,2.3184755592377795,0.9245467476010175,"Chocolate, Popcorn, Cold Drink","Chips, Namkeen"
"frozenset({'Chocolate', 'Chips'})","frozenset({'Popcorn', 'Cold Drink', 'Namkeen'})",0.06044624746450304,0.03874239350912779,0.02129817444219067,0.3523489932885906,9.094662496925402,0.018956342136770776,1.4842215892967872,0.9473065219179209,"Chocolate, Chips","Popcorn, Cold Drink, Namkeen"
"frozenset({'Popcorn', 'Cold Drink', 'Namkeen'})","frozenset({'Chocolate', 'Chips'})",0.03874239350912779,0.06044624746450304,0.02129817444219067,0.5497382198952879,9.094662496925402,0.018956342136770776,2.086683334119534,0.9259176639636654,"Popcorn, Cold Drink, Namkeen","Chocolate, Chips"
"frozenset({'Chocolate', 'Chips', 'Namkeen'})","frozenset({'Popcorn', 'Cold Drink'})",0.03955375253549696,0.05963488843813387,0.02129817444219067,0.5384615384615384,9.02930402930403,0.018939390822426752,2.0374577417173763,0.9258711721224921,"Chocolate, Chips, Namkeen","Popcorn, Cold Drink"
"frozenset({'Popcorn', 'Cold Drink'})","frozenset({'Chocolate', 'Chips', 'Namkeen'})",0.05963488843813387,0.03955375253549696,0.02129817444219067,0.35714285714285715,9.02930402930403,0.018939390822426752,1.4940274960558937,0.9456427955133736,"Popcorn, Cold Drink","Chocolate, Chips, Namkeen"
"frozenset({'Chocolate', 'Chips', 'Cold Drink'})","frozenset({'Popcorn', 'Namkeen'})",0.04056795131845842,0.05841784989858012,0.02129817444219067,0.525,8.986979166666668,0.01892828195137606,1.9822782107398313,0.9263062518876473,"Chocolate, Chips, Cold Drink","Popcorn, Namkeen"
"frozenset({'Popcorn', 'Namkeen'})","frozenset({'Chocolate', 'Chips', 'Cold Drink'})",0.05841784989858012,0.04056795131845842,0.02129817444219067,0.3645833333333333,8.986979166666666,0.01892828195137606,1.5099258471053767,0.943866559980304,"Popcorn, Namkeen","Chocolate, Chips, Cold Drink"
"frozenset({'Cold Drink', 'Namkeen'})","frozenset({'Chocolate', 'Popcorn', 'Chips'})",0.06206896551724138,0.038539553752535496,0.02129817444219067,0.3431372549019608,8.903508771929825,0.018906064209274674,1.4637159032424087,0.9464285714285715,"Cold Drink, Namkeen","Chocolate, Popcorn, Chips"
"frozenset({'Chocolate', 'Popcorn', 'Chips'})","frozenset({'Cold Drink', 'Namkeen'})",0.038539553752535496,0.06206896551724138,0.02129817444219067,0.5526315789473685,8.903508771929825,0.018906064209274674,2.0965517241379312,0.9232670283303195,"Chocolate, Popcorn, Chips","Cold Drink, Namkeen"
"frozenset({'Milk', 'Ghee', 'Biscuits'})","frozenset({'Tea', 'Butter'})",0.006288032454361055,0.09553752535496958,0.005273833671399594,0.8387096774193549,8.778850763646325,0.004673090611358203,5.607667342799189,0.8916968926154474,"Milk, Ghee, Biscuits","Tea, Butter"
"frozenset({'Chocolate', 'Cold Drink'})","frozenset({'Popcorn', 'Chips', 'Namkeen'})",0.05740365111561866,0.042393509127789046,0.02129817444219067,0.3710247349823322,8.751923174463625,0.018864632234652273,1.5224867242518858,0.9396804902292314,"Chocolate, Cold Drink","Popcorn, Chips, Namkeen"
"frozenset({'Popcorn', 'Chips', 'Namkeen'})","frozenset({'Chocolate', 'Cold Drink'})",0.042393509127789046,0.05740365111561866,0.02129817444219067,0.5023923444976076,8.751923174463624,0.018864632234652273,1.8942561242003433,0.9249513319413764,"Popcorn, Chips, Namkeen","Chocolate, Cold Drink"
"frozenset({'Popcorn', 'Chips', 'Cold Drink'})","frozenset({'Chocolate', 'Namkeen'})",0.04462474645030426,0.054969574036511155,0.02129817444219067,0.4772727272727273,8.68248909761825,0.01884517113833013,1.807884293147544,0.9261550904863006,"Popcorn, Chips, Cold Drink","Chocolate, Namkeen"
"frozenset({'Chocolate', 'Namkeen'})","frozenset({'Popcorn', 'Chips', 'Cold Drink'})",0.054969574036511155,0.04462474645030426,0.02129817444219067,0.3874538745387454,8.68248909761825,0.01884517113833013,1.5596788777829373,0.9362932981735299,"Chocolate, Namkeen","Popcorn, Chips, Cold Drink"
"frozenset({'Popcorn', 'Chips'})","frozenset({'Chocolate', 'Namkeen'})",0.06308316430020285,0.054969574036511155,0.029614604462474645,0.46945337620578775,8.540240386326692,0.026146949792017246,1.781239166513,0.9423539460299477,"Popcorn, Chips","Chocolate, Namkeen"
"frozenset({'Chocolate', 'Namkeen'})","frozenset({'Popcorn', 'Chips'})",0.054969574036511155,0.06308316430020285,0.029614604462474645,0.5387453874538746,8.540240386326692,0.026146949792017246,2.0312356997971603,0.9342633347740564,"Chocolate, Namkeen","Popcorn, Chips"
"frozenset({'Chips', 'Cold Drink', 'Namkeen'})","frozenset({'Chocolate', 'Popcorn'})",0.046247464503042596,0.05415821501014199,0.02129817444219067,0.4605263157894737,8.503351074315,0.01879349431596098,1.7532676990055904,0.9251868505803004,"Chips, Cold Drink, Namkeen","Chocolate, Popcorn"
"frozenset({'Chocolate', 'Popcorn'})","frozenset({'Chips', 'Cold Drink', 'Namkeen'})",0.05415821501014199,0.046247464503042596,0.02129817444219067,0.39325842696629215,8.503351074315,0.01879349431596098,1.5719254751709115,0.9329248491161423,"Chocolate, Popcorn","Chips, Cold Drink, Namkeen"
"frozenset({'Chocolate', 'Popcorn'})","frozenset({'Chips', 'Namkeen'})",0.05415821501014199,0.06470588235294118,0.029614604462474645,0.5468164794007491,8.450800136193394,0.026110249373583104,2.0638308215848324,0.932151680821624,"Chocolate, Popcorn","Chips, Namkeen"
"frozenset({'Chips', 'Namkeen'})","frozenset({'Chocolate', 'Popcorn'})",0.06470588235294118,0.05415821501014199,0.029614604462474645,0.457680250783699,8.450800136193394,0.026110249373583104,1.7440666439986399,0.942663909709658,"Chips, Namkeen","Chocolate, Popcorn"
"frozenset({'Chocolate', 'Chips'})","frozenset({'Popcorn', 'Namkeen'})",0.06044624746450304,0.05841784989858012,0.029614604462474645,0.4899328859060403,8.38669835943326,0.026083464651160876,1.8459965837514682,0.9374275439468143,"Chocolate, Chips","Popcorn, Namkeen"
"frozenset({'Popcorn', 'Namkeen'})","frozenset({'Chocolate', 'Chips'})",0.05841784989858012,0.06044624746450304,0.029614604462474645,0.5069444444444444,8.38669835943326,0.026083464651160876,1.9055738079593179,0.9354080964156923,"Popcorn, Namkeen","Chocolate, Chips"
"frozenset({'Chocolate', 'Namkeen'})","frozenset({'Popcorn', 'Cold Drink'})",0.054969574036511155,0.05963488843813387,0.026774847870182555,0.4870848708487085,8.167783718653514,0.02349674345502347,1.833373706714142,0.9286132412339753,"Chocolate, Namkeen","Popcorn, Cold Drink"
"frozenset({'Popcorn', 'Cold Drink'})","frozenset({'Chocolate', 'Namkeen'})",0.05963488843813387,0.054969574036511155,0.026774847870182555,0.4489795918367347,8.167783718653514,0.02349674345502347,1.7150552174892948,0.9332202525688289,"Popcorn, Cold Drink","Chocolate, Namkeen"
"frozenset({'Popcorn', 'Cold Drink'})","frozenset({'Chips', 'Namkeen'})",0.05963488843813387,0.06470588235294118,0.03103448275862069,0.5204081632653061,8.042671614100184,0.027175754683212025,1.9501877346683356,0.9311949110964489,"Popcorn, Cold Drink","Chips, Namkeen"
"frozenset({'Chips', 'Namkeen'})","frozenset({'Popcorn', 'Cold Drink'})",0.06470588235294118,0.05963488843813387,0.03103448275862069,0.4796238244514106,8.042671614100184,0.027175754683212025,1.8070871722182846,0.9362436798618817,"Chips, Namkeen","Popcorn, Cold Drink"
"frozenset({'Chocolate', 'Cold Drink'})","frozenset({'Popcorn', 'Namkeen'})",0.05740365111561866,0.05841784989858012,0.026774847870182555,0.4664310954063604,7.984393404004711,0.023421449995679883,1.7646870760178928,0.9280278576598783,"Chocolate, Cold Drink","Popcorn, Namkeen"
"frozenset({'Popcorn', 'Namkeen'})","frozenset({'Chocolate', 'Cold Drink'})",0.05841784989858012,0.05740365111561866,0.026774847870182555,0.4583333333333333,7.984393404004711,0.023421449995679883,1.740177874863473,0.9290274568172027,"Popcorn, Namkeen","Chocolate, Cold Drink"
"frozenset({'Cold Drink', 'Namkeen'})","frozenset({'Chocolate', 'Popcorn'})",0.06206896551724138,0.05415821501014199,0.026774847870182555,0.43137254901960786,7.965043695380775,0.023413303490242707,1.6633769322235434,0.9323195187165776,"Cold Drink, Namkeen","Chocolate, Popcorn"
"frozenset({'Chocolate', 'Popcorn'})","frozenset({'Cold Drink', 'Namkeen'})",0.05415821501014199,0.06206896551724138,0.026774847870182555,0.4943820224719101,7.965043695380774,0.023413303490242707,1.8550191570881225,0.9245218645819118,"Chocolate, Popcorn","Cold Drink, Namkeen"
"frozenset({'Cold Drink', 'Namkeen'})","frozenset({'Popcorn', 'Chips'})",0.06206896551724138,0.06308316430020285,0.03103448275862069,0.5,7.92604501607717,0.027118976008952925,1.8738336713995942,0.9316608996539791,"Cold Drink, Namkeen","Popcorn, Chips"
"frozenset({'Popcorn', 'Chips'})","frozenset({'Cold Drink', 'Namkeen'})",0.06308316430020285,0.06206896551724138,0.03103448275862069,0.49196141479099675,7.92604501607717,0.027118976008952925,1.8461807071147969,0.932669408962979,"Popcorn, Chips","Cold Drink, Namkeen"
"frozenset({'Popcorn', 'Cold Drink'})","frozenset({'Chocolate', 'Chips'})",0.05963488843813387,0.06044624746450304,0.027991886409736308,0.46938775510204084,7.765374606218327,0.024387181185686835,1.770697456701514,0.9264733465881382,"Popcorn, Cold Drink","Chocolate, Chips"
"frozenset({'Chocolate', 'Chips'})","frozenset({'Popcorn', 'Cold Drink'})",0.06044624746450304,0.05963488843813387,0.027991886409736308,0.46308724832214765,7.765374606218327,0.024387181185686835,1.7514300202839757,0.9272734099271607,"Chocolate, Chips","Popcorn, Cold Drink"
"frozenset({'Chocolate', 'Cold Drink'})","frozenset({'Chips', 'Namkeen'})",0.05740365111561866,0.06470588235294118,0.028803245436105476,0.5017667844522968,7.754577577899132,0.025088891540388975,1.8772215269086359,0.9240900535556789,"Chocolate, Cold Drink","Chips, Namkeen"
"frozenset({'Chips', 'Namkeen'})","frozenset({'Chocolate', 'Cold Drink'})",0.06470588235294118,0.05740365111561866,0.028803245436105476,0.44514106583072094,7.7545775778991315,0.025088891540388975,1.6988035892323028,0.9313048099920277,"Chips, Namkeen","Chocolate, Cold Drink"
"frozenset({'Butter', 'Ghee', 'Biscuits'})","frozenset({'Tea', 'Milk'})",0.006288032454361055,0.10831643002028397,0.005273833671399594,0.8387096774193549,7.74314365108131,0.0045927364440915205,5.52843813387424,0.8763640931430277,"Butter, Ghee, Biscuits","Tea, Milk"
"frozenset({'Chocolate', 'Cold Drink'})","frozenset({'Popcorn', 'Chips'})",0.05740365111561866,0.06308316430020285,0.027991886409736308,0.4876325088339223,7.729994432640632,0.024370682454978213,1.8286032034692592,0.9236549682980759,"Chocolate, Cold Drink","Popcorn, Chips"
"frozenset({'Popcorn', 'Chips'})","frozenset({'Chocolate', 'Cold Drink'})",0.06308316430020285,0.05740365111561866,0.027991886409736308,0.44372990353697744,7.729994432640632,0.024370682454978213,1.6944940144684544,0.9292540891277677,"Popcorn, Chips","Chocolate, Cold Drink"
"frozenset({'Cold Drink', 'Namkeen'})","frozenset({'Chocolate', 'Chips'})",0.06206896551724138,0.06044624746450304,0.028803245436105476,0.46405228758169936,7.677106636838181,0.025051409386584598,1.7530698065601347,0.9272990886495442,"Cold Drink, Namkeen","Chocolate, Chips"
"frozenset({'Chocolate', 'Chips'})","frozenset({'Cold Drink', 'Namkeen'})",0.06044624746450304,0.06206896551724138,0.028803245436105476,0.47651006711409394,7.677106636838181,0.025051409386584598,1.7916887709991158,0.925697535819407,"Chocolate, Chips","Cold Drink, Namkeen"
"frozenset({'Tea', 'Butter', 'Ghee'})","frozenset({'Milk', 'Biscuits'})",0.008113590263691683,0.08498985801217039,0.005273833671399594,0.65,7.647971360381861,0.00458426078691951,2.614314691393799,0.8763567720622937,"Tea, Butter, Ghee","Milk, Biscuits"
"frozenset({'Ghee', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Milk'})",0.011156186612576065,0.061866125760649086,0.005273833671399594,0.4727272727272727,7.641132637853949,0.004583643627416693,1.7792194166608377,0.8789349112426036,"Ghee, Biscuits","Tea, Butter, Milk"
"frozenset({'Curd', 'Nuts'})","frozenset({'Banana', 'Oats'})",0.04259634888438134,0.050912778904665314,0.016024340770791075,0.3761904761904762,7.388920508442421,0.01385564227789458,1.5214375300001548,0.9031323750268182,"Curd, Nuts","Banana, Oats"
"frozenset({'Banana', 'Oats'})","frozenset({'Curd', 'Nuts'})",0.050912778904665314,0.04259634888438134,0.016024340770791075,0.3147410358565737,7.388920508442421,0.01385564227789458,1.3971413745931411,0.9110461231302803,"Banana, Oats","Curd, Nuts"
"frozenset({'Tea', 'Bread', 'Cold Drink'})","frozenset({'Chips', 'Biscuits'})",0.053955375253549695,0.07119675456389453,0.0281947261663286,0.5225563909774437,7.3396097080307605,0.024353278556998793,1.945367427448851,0.9130150425114454,"Tea, Bread, Cold Drink","Chips, Biscuits"
"frozenset({'Chips', 'Biscuits'})","frozenset({'Tea', 'Bread', 'Cold Drink'})",0.07119675456389453,0.053955375253549695,0.0281947261663286,0.39601139601139596,7.33960970803076,0.024353278556998793,1.5663286004056796,0.9299633453315966,"Chips, Biscuits","Tea, Bread, Cold Drink"
"frozenset({'Bread', 'Ghee', 'Butter'})","frozenset({'Tea', 'Milk'})",0.006693711967545639,0.10831643002028397,0.005273833671399594,0.7878787878787878,7.273862217682442,0.004548794687491,4.20365111561866,0.8683338307598059,"Bread, Ghee, Butter","Tea, Milk"
"frozenset({'Biscuits', 'Cold Drink'})","frozenset({'Tea', 'Bread', 'Chips'})",0.07160243407707911,0.05456389452332657,0.0281947261663286,0.3937677053824362,7.216634897901154,0.02428781850573341,1.5595277814638584,0.9278689349154279,"Biscuits, Cold Drink","Tea, Bread, Chips"
"frozenset({'Tea', 'Bread', 'Chips'})","frozenset({'Biscuits', 'Cold Drink'})",0.05456389452332657,0.07160243407707911,0.0281947261663286,0.516728624535316,7.216634897901154,0.02428781850573341,1.9210688094866593,0.9111469888667482,"Tea, Bread, Chips","Biscuits, Cold Drink"
"frozenset({'Tea', 'Milk', 'Ghee'})","frozenset({'Butter', 'Biscuits'})",0.008519269776876268,0.08661257606490873,0.005273833671399594,0.6190476190476191,7.1473179435708705,0.00453595776983242,2.3976419878296147,0.8674776532796171,"Tea, Milk, Ghee","Butter, Biscuits"
"frozenset({'Curd', 'Nuts'})","frozenset({'Banana', 'Milk', 'Apple'})",0.04259634888438134,0.027991886409736308,0.008316430020283976,0.19523809523809524,6.974810213940649,0.007124077860842876,1.2078207328636412,0.8947395618023977,"Curd, Nuts","Banana, Milk, Apple"
"frozenset({'Banana', 'Milk', 'Apple'})","frozenset({'Curd', 'Nuts'})",0.027991886409736308,0.04259634888438134,0.008316430020283976,0.2971014492753623,6.974810213940649,0.007124077860842876,1.3620794211747977,0.8812960625432631,"Banana, Milk, Apple","Curd, Nuts"
"frozenset({'Banana', 'Apple'})","frozenset({'Curd', 'Nuts'})",0.05253549695740365,0.04259634888438134,0.015415821501014199,0.29343629343629346,6.888766317337747,0.013178001143802277,1.3550139105953294,0.9022355181466833,"Banana, Apple","Curd, Nuts"
"frozenset({'Curd', 'Nuts'})","frozenset({'Banana', 'Apple'})",0.04259634888438134,0.05253549695740365,0.015415821501014199,0.3619047619047619,6.888766317337746,0.013178001143802277,1.4848324301413824,0.8928690900981265,"Curd, Nuts","Banana, Apple"
"frozenset({'Nuts', 'Oats'})","frozenset({'Curd', 'Banana'})",0.04442190669371197,0.05273833671399594,0.016024340770791075,0.3607305936073059,6.840007024938531,0.013681603298100383,1.4817878875688206,0.8934919351154985,"Nuts, Oats","Curd, Banana"
"frozenset({'Curd', 'Banana'})","frozenset({'Nuts', 'Oats'})",0.05273833671399594,0.04442190669371197,0.016024340770791075,0.3038461538461538,6.840007024938531,0.013681603298100383,1.3726536146941155,0.9013362968584827,"Curd, Banana","Nuts, Oats"
"frozenset({'Bread', 'Chips', 'Biscuits'})","frozenset({'Tea', 'Cold Drink'})",0.050912778904665314,0.08113590263691683,0.0281947261663286,0.5537848605577689,6.825398406374502,0.0240638718941448,2.059240075340481,0.8992728877381104,"Bread, Chips, Biscuits","Tea, Cold Drink"
"frozenset({'Tea', 'Cold Drink'})","frozenset({'Bread', 'Chips', 'Biscuits'})",0.08113590263691683,0.050912778904665314,0.0281947261663286,0.3475,6.825398406374502,0.0240638718941448,1.4545398024449572,0.9288516206902028,"Tea, Cold Drink","Bread, Chips, Biscuits"
"frozenset({'Biscuits', 'Bread', 'Cold Drink'})","frozenset({'Tea', 'Chips'})",0.05152129817444219,0.08032454361054767,0.0281947261663286,0.547244094488189,6.812912590471646,0.02405630140424359,2.0312831819384427,0.8995667452351207,"Biscuits, Bread, Cold Drink","Tea, Chips"
"frozenset({'Tea', 'Chips'})","frozenset({'Biscuits', 'Bread', 'Cold Drink'})",0.08032454361054767,0.05152129817444219,0.0281947261663286,0.351010101010101,6.812912590471646,0.02405630140424359,1.4614691281047505,0.9277402074811258,"Tea, Chips","Biscuits, Bread, Cold Drink"
"frozenset({'Banana', 'Oats'})","frozenset({'Curd', 'Apple'})",0.050912778904665314,0.046247464503042596,0.015821501014198783,0.3107569721115538,6.7194380373243865,0.013466914079054017,1.3837681295360478,0.8968385749749288,"Banana, Oats","Curd, Apple"
"frozenset({'Curd', 'Apple'})","frozenset({'Banana', 'Oats'})",0.046247464503042596,0.050912778904665314,0.015821501014198783,0.34210526315789475,6.7194380373243865,0.013466914079054017,1.4426125760649087,0.8924516572326014,"Curd, Apple","Banana, Oats"
"frozenset({'Curd', 'Nuts'})","frozenset({'Banana', 'Milk', 'Oats'})",0.04259634888438134,0.029817444219066937,0.008519269776876268,0.2,6.70748299319728,0.007249155520080313,1.2127281947261663,0.888771186440678,"Curd, Nuts","Banana, Milk, Oats"
"frozenset({'Banana', 'Milk', 'Oats'})","frozenset({'Curd', 'Nuts'})",0.029817444219066937,0.04259634888438134,0.008519269776876268,0.2857142857142857,6.707482993197279,0.007249155520080313,1.340365111561866,0.8770646038051433,"Banana, Milk, Oats","Curd, Nuts"
"frozenset({'Curd', 'Nuts', 'Milk'})","frozenset({'Banana', 'Oats'})",0.02515212981744422,0.050912778904665314,0.008519269776876268,0.3387096774193548,6.65274386325665,0.00723870495249929,1.4352050660466036,0.8716089015714484,"Curd, Nuts, Milk","Banana, Oats"
